,node1,node2,timestamp
6963,12,15,21013
6965,33,42,41914
6969,14,59,9265
6970,26,66,2073
6973,57,88,292
6974,88,93,7148
6975,4,71,16815
6976,3,4,170
6978,44,59,8524
6980,3,68,21288
6981,68,80,12176
6983,26,66,32770
6985,42,44,19568
6986,33,42,17226
6987,15,71,29622
6988,12,71,42643
6990,42,44,15990
6991,67,115,50547
6994,15,17,38264
6996,44,59,30936
6997,6,106,52595
6999,13,76,2678
7000,75,76,5671
7001,50,86,29756
7002,17,54,17533
7009,47,81,19921
7010,50,75,37894
7013,48,85,8395
7014,65,94,3671
7015,50,76,7348
7016,10,21,42720
7019,27,62,26721
7020,17,56,28864
7023,50,76,6465
7024,15,56,4359
7026,56,88,42925
7029,24,26,33377
7030,50,86,37989
7031,42,44,24971
7032,48,68,28012
7034,21,75,24735
7035,68,90,5491
7036,68,90,8570
7037,65,94,530
7039,68,69,13781
7040,24,26,49791
7041,69,90,8184
7042,27,86,53636
7043,26,80,5032
7044,24,26,23411
7045,103,105,29906
7046,4,117,933
7049,26,104,1766
7050,30,104,20355
7051,21,84,50599
7052,103,105,41176
7053,9,104,1720
7054,69,84,19691
7055,45,77,29796
7057,27,47,34910
7058,27,81,33905
7059,27,47,4195
7061,30,104,14470
7064,26,77,19281
7065,24,77,12911
7068,1,6,12899
7069,26,77,741
7073,24,77,13307
7074,32,77,41235
7075,47,68,26150
7076,50,75,4566
7077,4,74,1499
7080,56,90,18833
7082,47,81,28364
7085,47,81,30106
7086,13,76,15104
7088,50,75,53507
7090,50,84,35318
7091,63,69,8317
7092,71,117,12383
7093,53,76,19737
7094,66,67,1027
7095,71,117,46211
7096,3,41,4587
7097,59,65,28777
7099,9,66,44453
7100,9,67,21851
7101,9,66,15127
7102,50,84,26445
7103,50,75,5092
7105,50,84,6815
7106,13,76,22855
7107,3,41,10226
7108,13,69,5453
7109,68,69,45846
7110,9,71,12600
7111,71,72,55751
7114,3,85,8440
7116,66,67,19938
7117,50,84,12264
7118,65,92,41163
7120,92,116,19608
7121,65,92,5602
7123,92,116,31264
7125,65,92,46624
7126,9,92,11110
7129,9,42,15548
7130,14,42,39309
7132,47,55,43599
7133,56,90,54818
7134,56,90,45442
7135,47,50,30914
7137,50,53,1796
7140,53,84,41451
7141,7,44,47893
7142,50,76,21100
7143,59,67,21884
7144,66,67,19020
7145,53,86,7084
7146,50,76,26591
7148,53,76,4042
7149,48,53,37411
7152,53,84,37536
7154,45,63,32468
7155,50,75,14884
7156,50,84,8666
7159,47,55,33634
7161,15,117,32419
7162,4,74,19378
7164,48,85,8309
7165,48,85,6404
7168,27,47,55483
7169,59,65,7104
7173,56,90,55070
7175,39,50,10568
7176,3,39,3442
7177,18,47,30236
7178,9,66,26312
7180,8,50,7688
7183,35,50,43677
7185,47,48,28243
7186,47,48,12023
7187,56,90,27799
7188,48,85,21329
7189,7,80,27915
7190,48,85,1399
7194,9,67,15478
7196,66,67,4278
7198,63,83,27208
7199,68,90,24675
7200,4,74,19690
7202,3,50,10996
7203,3,50,35191
7204,27,50,3748
7205,3,39,31215
7206,65,92,9863
7208,92,116,55026
7209,65,92,37465
7211,92,116,1987
7213,2,94,1094
7214,2,94,6227
7215,3,50,6250
7216,3,50,1773
7219,50,86,42416
7220,65,92,6187
7221,9,92,28715
7222,92,116,4340
7225,92,116,29960
7226,65,92,40190
7227,9,92,801
7229,65,92,9572
7230,9,92,31731
7231,92,116,25247
7234,15,54,24403
7235,9,90,6303
7236,19,84,32007
7237,25,31,13419
7238,25,31,17980
7239,25,31,4359
7241,3,20,53285
7243,15,96,4405
7245,61,96,19305
7246,25,27,8462
7247,25,26,39814
7253,25,26,1168
7254,13,14,38928
7256,13,14,13553
7257,13,14,30653
7258,13,14,21880
7260,61,96,41420
7261,65,94,20043
7262,14,94,55984
7263,92,94,22775
7265,3,13,3034
7266,13,35,1978
7268,13,17,18286
7270,13,14,12802
7271,13,14,49249
7272,13,14,10793
7273,13,40,16512
7274,15,71,17494
7276,5,71,31198
7279,63,83,28050
7280,3,66,25111
7281,3,13,17479
7285,3,8,55721
7286,3,35,31769
7287,3,68,2607
7288,3,69,5576
7289,3,17,20659
7290,3,13,15105
7293,39,113,20580
7295,3,13,38866
7297,39,113,15785
7298,3,17,31398
7299,4,13,24444
7300,3,4,48203
7301,3,8,10461
7302,4,13,730
7303,13,14,48705
7304,45,63,30355
7305,20,63,48445
7306,65,94,45816
7307,62,63,6536
7309,3,35,29601
7311,65,94,21843
7314,59,146,15104
7317,68,145,55769
7319,3,67,18491
7321,27,32,23624
7322,25,32,16513
7324,17,56,8948
7325,15,17,45311
7326,17,54,54875
7327,15,17,15022
7329,76,88,9749
7331,47,68,8629
7332,15,66,19710
7333,3,66,55038
7337,13,68,20801
7338,75,76,27489
7339,13,76,26316
7340,3,62,25146
7341,13,76,53684
7342,56,88,22544
7344,56,88,15132
7345,44,112,7178
7347,24,32,29763
7348,26,32,23284
7349,13,68,13727
7350,24,32,24742
7351,15,56,57647
7352,54,56,42836
7353,71,72,11348
7355,54,56,44555
7356,10,21,25351
7357,24,32,7727
7358,26,32,13984
7359,9,59,14901
7360,24,51,11992
7361,50,51,30515
7362,9,59,8093
7363,103,105,20033
7364,24,103,5789
7365,3,18,9365
7367,26,32,43249
7368,32,66,24622
7369,58,106,44268
7370,33,58,19096
7371,54,58,11606
7372,58,73,31006
7373,29,58,35833
7374,58,95,36581
7377,58,106,6694
7379,104,141,43155
7380,58,106,11803
7381,6,106,44229
7382,106,130,31893
7383,4,106,18099
7386,22,37,7132
7387,22,36,21250
7389,47,68,33184
7392,22,149,19350
7393,24,112,14377
7394,24,112,21141
7395,47,75,18047
7396,4,106,18641
7397,54,58,21297
7406,58,95,2989
7407,58,95,9706
7408,42,95,9029
7409,20,95,41544
7410,95,104,3721
7412,94,95,33267
7413,87,95,55348
7416,93,95,8934
7417,22,95,23965
7418,95,98,16352
7419,89,95,27643
7420,47,75,18240
7421,69,86,29896
7423,95,123,3799
7424,86,142,13781
7426,88,89,15358
7428,75,89,6254
7429,84,89,32400
7430,56,89,14411
7431,76,89,32816
7432,84,89,2256
7433,56,89,34350
7435,95,98,39129
7436,58,83,33306
7437,69,76,17646
7439,88,89,6650
7440,58,73,25489
7442,68,145,3879
7445,146,147,16572
7446,59,146,57404
7448,95,98,781
7449,33,98,31423
7450,63,98,17088
7451,46,98,22069
7453,93,98,1014
7454,45,98,35249
7455,6,98,1820
7456,50,86,26424
7457,69,84,35869
7458,84,101,34770
7459,47,68,32639
7460,37,38,5247
7461,38,149,34967
7462,36,38,41005
7463,80,143,39161
7467,84,90,13832
7469,38,144,53069
7470,79,95,4903
7471,80,143,349
7472,45,98,3233
7473,3,18,37216
7474,84,101,42185
7475,24,45,50919
7476,122,140,28298
7478,56,71,15993
7480,84,148,42537
7481,146,147,4804
7482,59,146,54844
7483,3,35,50111
7486,3,8,29968
7487,3,51,32423
7489,3,50,55277
7490,3,20,21375
7491,94,95,23560
7492,3,52,11228
7493,20,94,20642
7494,58,94,32875
7495,29,94,47283
7496,18,94,30370
7497,56,94,37281
7499,6,94,49642
7500,2,94,46829
7502,94,95,21986
7503,94,133,1297
7504,10,94,43771
7505,66,77,50271
7507,15,56,8191
7508,15,54,43624
7509,104,123,6672
7511,22,29,8765
7512,29,56,28191
7513,29,75,13059
7517,47,68,12045
7520,20,95,16915
7523,29,42,577
7525,20,149,22398
7526,20,37,29416
7527,20,36,34373
7529,6,98,20528
7530,39,66,35947
7533,6,98,51027
7535,6,106,17425
7536,6,43,4668
7537,6,94,23196
7538,6,101,9015
7544,6,98,356
7546,84,101,5281
7547,6,20,16632
7549,29,80,6697
7550,26,32,11785
7552,89,95,13273
7553,20,149,4092
7555,19,101,46021
7556,93,101,57423
7558,50,101,4981
7559,101,109,18749
7560,65,95,14270
7562,24,45,48247
7563,38,90,38669
7564,57,101,43081
7565,3,18,51912
7568,19,75,28052
7569,47,68,42653
7571,57,101,7124
7572,38,63,50207
7573,4,74,53747
7575,6,10,29708
7576,4,74,29235
7577,3,83,30766
7578,19,75,25348
7579,3,20,50219
7580,15,32,195
7582,59,67,16331
7585,15,32,17764
7588,68,69,26224
7589,15,32,3306
7592,56,71,20282
7593,56,71,17380
7594,49,82,50233
7595,40,82,26949
7597,21,82,51637
7598,82,101,15586
7601,82,101,39212
7602,3,17,31403
7603,36,150,4237
7605,3,17,42300
7606,29,42,2980
7607,42,95,18190
7611,47,68,24863
7612,27,86,31339
7614,24,45,6525
7617,4,106,16071
7618,75,84,481
7621,49,82,3333
7622,3,51,44786
7628,3,18,40143
7631,26,32,2186
7632,50,84,18314
7634,13,40,14024
7636,24,45,7733
7637,26,45,7669
7638,9,45,7971
7639,24,112,11663
7645,13,14,10975
7646,26,32,46430
7647,71,72,26011
7648,13,14,31866
7649,6,10,46391
7652,80,115,53622
7653,9,117,53242
7655,9,45,39892
7656,13,14,12597
7657,9,117,22969
7658,13,14,24562
7659,24,45,12269
7661,3,20,20966
7662,24,45,51381
7663,24,45,33803
7664,15,54,43529
7665,98,115,549
7666,67,115,6706
7667,90,115,12274
7669,3,52,55672
7670,1,54,50700
7671,15,54,34403
7672,1,54,12766
7673,19,76,5981
7674,3,85,26230
7677,6,106,31759
7678,24,112,26633
7682,4,53,13301
7683,59,67,45823
7685,3,8,50749
7686,3,8,22638
7688,56,88,7698
7689,47,138,18315
7690,57,139,42537
7691,95,104,828
7694,56,88,36793
7695,88,89,52723
7700,69,89,55910
7702,3,83,56515
7703,13,14,30116
7704,1,54,27494
7705,1,15,684
7707,13,14,20956
7710,13,35,40107
7712,13,14,44770
7713,1,54,17560
7714,18,64,5713
7715,1,54,9775
7716,53,86,4670
7717,47,48,7565
7718,68,145,12369
7719,59,146,4365
7723,20,28,8898
7726,4,13,27152
7727,28,83,15964
7728,28,54,17148
7731,27,32,24918
7732,15,66,53607
7734,50,84,11937
7737,50,84,44336
7739,13,35,7898
7740,13,35,18822
7743,54,56,31719
7744,15,54,16754
7745,54,56,5800
7747,54,56,48331
7749,50,76,15471
7751,69,86,1615
7752,84,86,9834
7755,20,35,56404
7756,18,20,7641
7759,20,50,2241
7760,20,53,31688
7761,88,89,41864
7762,88,89,11121
7766,21,86,10746
7767,48,75,32385
7768,50,76,35495
7769,47,81,17736
7771,47,81,22959
7773,3,51,43119
7774,67,115,25908
7775,3,51,43448
7776,29,75,44318
7777,64,80,23759
7778,3,51,51531
7779,59,72,35312
7780,64,80,57152
7781,29,75,50097
7782,70,75,8055
7783,75,89,27887
7784,75,88,838
7785,21,75,12190
7786,70,75,838
7787,47,81,32170
7788,90,115,46720
7790,47,48,854
7792,47,68,1852
7793,70,75,1304
7794,70,75,7333
7796,47,48,17063
7797,47,85,11193
7799,48,75,7710
7802,13,76,19943
7805,47,81,47284
7806,47,68,23660
7807,22,38,119
7808,21,75,10126
7810,40,86,3466
7811,27,86,690
7812,86,93,37631
7814,47,50,4792
7815,36,38,43129
7816,37,38,30387
7817,1,69,18643
7818,5,56,14090
7819,47,50,47215
7824,47,68,28626
7825,75,86,1875
7826,40,86,26395
7827,27,86,3483
7828,86,93,2285
7831,59,69,21297
7832,56,59,41640
7834,47,50,12645
7835,36,38,46891
7836,37,38,26014
7837,1,38,2228
7839,22,38,5525
7840,15,80,47360
7841,14,90,29641
7842,38,63,2471
7843,47,85,1563
7845,9,92,9930
7847,1,3,54985
7848,1,8,81
7849,1,14,35715
7850,1,15,15155
7851,1,4,33417
7853,1,6,55450
7854,1,7,35689
7859,1,12,57398
7860,1,13,17493
7861,1,16,5657
7862,1,17,22632
7865,18,109,19146
7866,18,107,10876
7869,20,35,14526
7870,3,35,46032
7871,15,96,28270
7872,61,96,28902
7873,12,96,14487
7874,18,99,53692
7875,18,99,24661
7876,25,31,18900
7877,33,98,51532
7883,56,100,44640
7886,13,35,32311
7887,4,13,39016
7888,84,100,44552
7891,64,100,26782
7892,63,100,3572
7894,9,94,50338
7895,65,94,54659
7896,92,94,36449
7897,19,101,11068
7898,34,71,25773
7899,27,32,45300
7900,27,28,36444
7901,3,35,21058
7902,3,8,2527
7903,3,51,32957
7904,3,50,37882
7907,3,18,11363
7908,3,20,29984
7910,3,8,98
7914,56,71,27180
7915,15,96,45112
7917,3,13,13614
7920,3,52,38332
7923,13,14,18608
7924,13,14,22434
7925,13,14,18187
7926,71,72,32644
7927,72,73,2951
7928,3,51,39187
7931,6,7,12308
7932,15,33,12001
7933,43,49,13254
7934,12,96,15752
7936,12,96,45331
7937,5,56,7094
7939,65,94,25867
7940,15,66,21586
7941,3,66,31120
7942,3,4,34567
7944,3,8,48947
7945,3,35,28694
7946,3,13,42215
7948,3,69,25654
7949,3,85,11804
7950,3,17,16165
7951,3,66,17807
7952,3,8,55577
7953,3,13,15432
7954,15,33,23815
7956,75,88,27694
7957,3,35,10455
7958,3,17,21812
7959,14,45,55320
7960,14,45,24906
7962,65,94,30296
7963,84,101,53410
7965,5,56,21236
7966,14,45,39264
7968,47,55,52440
7972,15,17,47886
7973,17,54,2997
7974,17,56,14787
7976,19,76,13690
7977,56,88,13005
7981,63,100,9842
7983,7,14,14174
7986,48,68,1092
7988,59,68,46341
7989,59,69,4269
7990,59,84,6587
7991,48,59,4283
7992,59,76,51103
7993,59,88,5588
7996,59,85,23403
7997,59,86,718
7999,59,94,36694
8000,2,59,956
8003,3,4,10013
8004,15,17,57473
8005,44,112,43976
8006,84,101,35503
8007,53,76,6137
8009,42,100,35983
8011,10,21,17765
8015,64,112,447
8016,27,112,2190
8017,19,76,21661
8018,22,38,38316
8019,39,112,5561
8021,5,56,3759
8022,27,112,50387
8026,1,89,13293
8027,1,89,38349
8028,77,112,41484
8030,5,56,35137
8031,84,86,49508
8032,76,86,54135
8033,69,86,33974
8034,6,106,4954
8036,69,86,45939
8039,76,86,23111
8040,103,105,41913
8041,5,11,3851
8042,1,89,53824
8043,42,63,56717
8045,15,80,1041
8046,15,112,46124
8047,39,112,5378
8048,84,100,10766
8049,39,77,40326
8050,28,83,8243
8053,2,22,37435
8054,33,118,28268
8056,58,118,3415
8057,61,83,8198
8058,61,96,33631
8059,84,101,17638
8061,3,112,18409
8062,39,77,7565
8063,65,94,16108
8064,14,94,10330
8066,31,54,46296
8067,15,54,2312
8069,44,112,10413
8070,15,54,24538
8072,26,27,20216
8073,3,51,588
8074,3,20,35937
8077,65,92,14272
8078,9,92,45909
8079,92,116,49931
8080,22,37,970
8081,22,36,6740
8083,3,8,19366
8084,44,112,53552
8086,61,96,44722
8087,15,112,12055
8090,15,112,17590
8092,26,27,23570
8093,29,88,48557
8095,29,77,293
8096,29,88,36489
8097,26,60,4774
8099,3,20,53811
8102,65,94,14318
8105,29,56,3951
8106,62,112,16108
8107,103,105,11560
8108,103,105,47820
8109,103,105,17313
8112,42,63,10396
8113,13,76,3258
8115,26,112,2819
8116,39,77,45756
8117,77,112,57783
8120,9,92,12281
8123,18,51,1789
8125,15,54,38418
8127,24,112,9470
8128,18,80,9669
8129,18,55,36508
8130,24,112,44000
8132,27,66,6974
8133,3,27,11631
8134,15,27,10953
8135,27,62,950
8136,27,31,16965
8138,26,27,8914
8139,15,27,6798
8140,27,66,9181
8141,3,27,5556
8142,15,27,30139
8145,25,27,1494
8146,26,27,9102
8147,15,27,15772
8149,3,27,18314
8150,15,27,26094
8151,27,62,31175
8153,25,27,56658
8154,26,27,7951
8155,3,27,15242
8156,27,31,36455
8159,3,27,8663
8161,9,74,7692
8162,74,92,45526
8164,72,74,53610
8165,27,66,9929
8167,26,27,21297
8169,26,80,49951
8172,26,27,31082
8173,18,80,44328
8176,47,90,36706
8179,59,80,38618
8182,3,4,39979
8183,3,50,24999
8185,3,35,53677
8186,3,51,3978
8187,3,52,17411
8188,3,18,8317
8189,3,13,31543
8190,3,53,51548
8191,3,20,41007
8194,18,57,15489
8199,18,57,21296
8201,5,56,30158
8202,55,56,32908
8206,32,103,24358
8207,5,56,8796
8208,59,112,19428
8210,59,67,17162
8212,18,107,20763
8213,18,108,50861
8215,18,99,27743
8219,3,4,1154
8220,26,80,54382
8222,15,83,22239
8223,15,61,32379
8224,64,80,12506
8225,26,66,30757
8226,26,27,37775
8227,3,53,26176
8228,3,50,30027
8231,27,62,16454
8232,103,105,49332
8233,4,74,11182
8234,4,35,17246
8235,3,4,48213
8240,69,76,33648
8241,3,35,43330
8242,47,90,2514
8243,26,112,26116
8244,3,52,47380
8246,3,20,43522
8247,3,35,14753
8248,3,18,10983
8249,50,76,29275
8250,50,76,4359
8251,50,76,39129
8252,65,74,2193
8253,55,56,34422
8254,103,105,21220
8255,52,103,1994
8256,24,103,6872
8257,26,103,44657
8258,103,105,23445
8259,24,103,6065
8260,52,103,13283
8263,9,66,46
8264,27,66,1720
8265,26,103,2220
8266,47,50,1651
8267,69,86,18611
8270,13,35,29940
8271,13,41,39383
8272,13,40,22519
8273,4,13,29492
8276,92,116,37178
8277,29,30,25736
8278,30,47,50183
8279,31,54,36596
8280,15,54,48389
8281,3,51,16096
8282,31,54,3426
8283,30,47,8392
8284,47,50,31691
8285,18,112,36196
8289,13,14,35427
8290,13,14,25838
8291,50,84,6981
8292,15,54,52360
8294,50,84,7408
8295,47,50,50020
8297,3,52,53580
8298,3,52,44297
8299,53,94,35741
8300,69,72,9897
8304,43,79,14082
8306,64,80,34626
8307,43,81,2568
8308,68,81,57674
8309,50,68,5501
8310,47,68,5486
8313,43,45,10201
8315,6,43,45535
8316,42,43,48771
8317,43,95,2456
8318,42,43,24276
8319,3,52,4099
8320,104,117,38788
8321,9,66,41998
8322,66,67,18929
8323,18,107,2863
8325,18,83,52117
8327,26,83,19488
8328,103,105,67
8330,103,105,21297
8331,59,112,7227
8333,9,59,23466
8336,9,92,45850
8338,92,116,21602
8340,9,92,52509
8341,92,116,25076
8343,3,52,51335
8347,9,66,28314
8351,9,66,4559
8352,66,67,2536
8353,66,67,35098
8354,9,67,31913
8355,59,84,18571
8357,69,84,6706
8359,66,67,2536
8362,9,66,11188
8364,69,76,54395
8365,15,54,37734
8366,76,89,48409
8367,15,54,55920
8368,68,85,20347
8369,47,68,28472
8370,48,68,17128
8371,68,69,2788
8372,69,76,22184
8373,68,85,33784
8374,76,84,7461
8375,76,84,37216
8376,76,84,1524
8377,76,84,15725
8378,76,84,21757
8383,13,14,12136
8384,13,17,43592
8385,15,96,48292
8386,61,96,21244
8387,12,96,34069
8388,25,31,19535
8391,61,96,16751
8392,26,83,56550
8393,13,17,51941
8394,26,45,41317
8395,15,96,13000
8398,5,11,54772
8399,15,54,33972
8400,62,112,3936
8401,74,92,49203
8403,9,112,15906
8404,79,123,37270
8407,15,54,34327
8408,35,62,3953
8409,3,35,25011
8410,35,53,934
8411,35,62,3916
8412,5,11,22416
8413,71,72,19585
8414,5,71,26884
8415,15,71,38069
8417,12,96,33245
8418,15,54,54495
8419,47,59,45700
8424,15,54,8321
8425,3,35,18095
8427,9,14,3731
8428,9,65,30321
8430,48,68,22446
8431,9,17,16377
8432,9,14,11977
8433,3,67,31152
8434,3,35,12585
8435,3,13,1
8436,3,17,14529
8437,3,66,33792
8439,3,4,11283
8440,3,68,689
8442,3,85,39549
8444,3,17,27214
8448,3,13,49569
8449,14,97,31483
8450,9,65,48331
8452,36,38,16667
8453,63,64,23533
8454,15,17,12348
8455,17,56,21450
8456,17,54,658
8457,48,68,6299
8458,3,68,33314
8459,17,56,11014
8460,56,88,7824
8461,56,88,46836
8464,3,4,56708
8465,27,54,22933
8466,15,54,17793
8467,17,54,35423
8468,68,85,53479
8471,9,14,51147
8472,9,17,12414
8473,9,65,17707
8474,9,92,9265
8475,15,54,18649
8477,15,54,45791
8478,15,54,22399
8479,27,54,13924
8480,15,54,6982
8481,24,26,5230
8482,26,45,30608
8483,9,92,19991
8484,65,92,3306
8485,9,65,34953
8486,15,54,10066
8487,27,54,18068
8488,27,54,46267
8489,27,54,31104
8491,36,38,6921
8493,14,97,10145
8494,14,94,47320
8495,65,94,38948
8497,65,94,17075
8498,5,33,17460
8499,5,33,7951
8500,36,38,1312
8503,9,94,9712
8505,36,38,48251
8506,15,88,6616
8508,65,94,6875
8509,36,38,13324
8520,71,73,17046
8522,24,83,5442
8523,15,24,2074
8525,76,84,16713
8528,24,112,12938
8529,62,112,6356
8530,15,24,8501
8533,84,85,55867
8534,76,84,1489
8535,84,86,43847
8537,7,117,17408
8538,7,18,552
8539,13,47,10667
8540,66,83,55413
8543,56,68,32799
8544,56,68,14883
8547,106,121,36196
8549,50,86,852
8552,7,18,44310
8553,13,50,4139
8554,71,72,17111
8556,59,69,16999
8557,2,59,17790
8558,71,72,56037
8559,13,112,34599
8561,9,92,26737
8562,92,116,37852
8563,13,50,30689
8564,65,92,31890
8565,9,92,6484
8568,71,72,12309
8571,20,35,21586
8573,71,72,27061
8574,69,86,8373
8576,103,105,5510
8577,52,105,55150
8578,103,105,7333
8579,68,112,7939
8580,71,72,6857
8583,3,53,52323
8584,20,35,20776
8585,13,47,34495
8586,13,50,1616
8587,35,53,39475
8588,13,47,39487
8589,13,20,11229
8591,9,77,22993
8594,47,59,5060
8595,6,106,46616
8596,68,112,15039
8597,9,17,38180
8598,14,59,39914
8599,21,68,57081
8602,3,85,45954
8603,26,32,44940
8606,84,101,16155
8607,84,101,3952
8609,13,40,46704
8610,84,101,37796
8612,84,101,4901
8613,44,112,10320
8615,44,59,55877
8616,21,90,42534
8618,4,106,55843
8619,45,63,15844
8620,20,35,8253
8621,75,82,7930
8622,70,82,1787
8623,44,112,41182
8628,4,69,8116
8630,4,76,552
8631,38,149,25741
8633,50,52,3668
8634,4,84,50460
8636,4,84,6513
8637,4,84,18489
8638,3,35,36868
8639,15,61,54147
8646,26,45,16249
8647,4,84,4030
8649,76,84,40831
8650,12,15,57380
8651,50,86,36737
8652,50,86,24018
8653,50,52,54772
8654,15,33,31903
8655,13,14,23681
8656,21,90,13163
8659,18,51,13797
8660,50,86,42057
8661,50,86,11416
8662,13,14,31117
8663,13,14,34497
8664,50,86,53603
8666,13,14,50392
8667,13,14,21335
8668,13,14,23605
8669,13,14,55991
8670,13,14,1871
8671,13,14,36442
8673,50,86,23647
8674,75,82,13525
8676,63,75,47859
8677,19,75,16570
8679,50,86,20945
8681,19,75,5254
8683,65,92,14855
8684,47,50,37365
8685,57,88,33482
8687,88,93,52080
8688,103,105,16116
8689,88,105,740
8691,31,105,25638
8692,88,105,28339
8693,103,105,6706
8695,47,50,2108
8696,36,38,52422
8698,56,88,11384
8699,15,56,34530
8702,56,88,3785
8704,3,51,7785
8705,76,84,34233
8706,7,43,11996
8707,70,82,12315
8708,34,50,19744
8709,41,50,36296
8710,27,62,14063
8711,27,50,48612
8712,9,65,30570
8713,9,92,40683
8715,9,65,15891
8717,9,92,55957
8719,47,81,43662
8720,47,81,31281
8721,71,84,4078
8722,22,38,565
8723,53,70,44664
8724,65,94,3206
8725,65,94,50372
8726,59,72,5597
8728,106,117,53471
8730,56,68,23395
8732,18,84,27948
8734,57,84,2958
8735,71,84,10327
8738,34,50,24093
8739,1,22,5037
8742,80,84,12931
8743,80,84,29883
8744,1,22,4604
8745,25,26,5038
8746,9,67,34084
8749,9,92,15548
8751,42,43,46938
8752,15,54,7562
8753,54,61,45060
8754,64,91,8005
8755,64,67,29109
8756,22,95,8892
8758,95,104,54667
8759,95,123,21552
8760,43,95,11607
8761,93,95,14148
8762,95,98,356
8764,20,95,53143
8765,79,95,37679
8766,65,95,20765
8767,94,95,16580
8768,95,123,5084
8770,57,139,13971
8771,43,79,28215
8773,42,43,5503
8774,15,54,21906
8776,69,90,28385
8778,65,95,10285
8779,15,56,14479
8780,95,98,46627
8783,38,92,461
8784,9,65,9117
8787,76,84,1403
8789,66,83,1777
8791,47,85,39588
8792,69,86,44385
8794,1,38,42325
8795,59,69,14344
8796,59,123,13632
8798,69,76,25434
8803,20,95,29151
8804,13,20,27894
8806,73,95,2571
8809,13,14,9550
8811,1,22,40623
8817,58,95,43982
8818,27,112,2198
8821,47,81,14719
8822,25,31,18484
8823,24,83,52648
8824,24,83,54940
8826,15,54,3261
8830,3,67,26036
8832,3,69,24220
8834,3,66,30119
8835,3,8,11323
8836,3,35,47681
8837,3,13,676
8838,3,68,36827
8840,3,35,54914
8841,3,17,9393
8842,3,8,55054
8843,3,13,21545
8844,63,75,55282
8845,44,79,32355
8846,13,112,28918
8847,13,112,37446
8848,13,112,26989
8849,9,66,14373
8850,3,66,12775
8851,9,65,21234
8852,63,64,14058
8853,9,92,15001
8854,94,95,37634
8855,32,112,10940
8856,13,112,38072
8858,15,96,4325
8859,61,96,16995
8862,13,35,55348
8863,54,61,47772
8864,21,75,45121
8865,21,43,10960
8867,21,82,9496
8871,32,112,691
8873,9,17,8515
8876,7,21,1720
8877,53,70,4560
8878,47,81,22900
8879,90,115,6676
8881,4,76,38361
8882,66,115,8572
8884,15,88,4233
8887,61,96,2112
8889,15,17,1720
8890,17,56,24363
8891,17,54,22991
8892,66,115,3918
8893,15,17,5021
8896,15,88,24895
8897,15,96,8288
8898,50,86,54571
8900,38,44,22580
8901,19,86,14372
8904,3,68,50393
8905,59,95,21065
8906,59,94,14379
8908,44,95,50962
8910,76,84,32063
8914,65,94,19561
8916,69,76,1529
8918,69,86,7342
8919,26,31,505
8920,26,83,26054
8921,26,83,2713
8923,38,67,41089
8924,57,88,13325
8925,53,70,30919
8928,30,31,19599
8929,57,88,21162
8930,65,94,5006
8931,44,95,56143
8932,50,76,35824
8936,17,54,2536
8939,9,42,18352
8940,9,94,29933
8943,50,76,108
8944,45,63,12842
8946,42,63,15879
8947,5,15,14814
8949,44,95,29441
8950,44,95,3172
8954,5,56,4490
8956,5,56,5343
8958,65,92,10009
8960,13,35,9136
8961,47,68,39143
8962,15,88,12148
8963,3,50,31509
8965,3,50,49058
8966,47,68,28638
8968,3,50,46114
8969,3,50,31414
8972,50,75,26640
8975,66,68,29465
8977,2,59,30902
8978,48,68,19614
8979,4,106,30436
8982,3,50,31694
8983,3,50,25742
8984,9,14,37901
8985,9,14,56154
8988,13,14,51815
8990,56,69,14937
8991,13,14,8088
8994,59,69,1180
8995,83,113,30062
8997,54,58,6828
8998,83,113,31325
9001,26,45,11031
9003,7,51,15160
9004,26,83,15833
9006,36,38,8849
9007,37,38,31799
9008,69,76,34892
9009,65,92,269
9010,9,92,31759
9011,92,116,43605
9013,9,92,51521
9015,65,92,47366
9016,9,92,18046
9018,15,61,6196
9019,56,61,14518
9020,31,71,42025
9021,59,67,32638
9023,50,86,43372
9025,3,85,733
9026,38,72,7584
9027,59,94,30810
9028,2,59,38013
9029,26,83,55279
9033,75,82,51104
9035,26,30,4522
9036,47,68,50173
9037,26,30,25204
9038,56,68,20025
9039,56,69,47913
9043,106,121,22918
9046,56,68,4764
9047,56,69,52337
9049,50,75,12855
9050,50,86,13420
9051,47,48,1556
9053,9,67,25457
9056,47,68,11372
9058,64,80,17418
9059,45,80,21060
9060,3,50,12756
9061,3,50,5341
9062,65,92,492
9064,92,116,15793
9066,9,92,45600
9067,92,116,38167
9069,65,92,49730
9070,9,92,40908
9071,92,116,7516
9072,65,92,26265
9073,9,92,34799
9075,65,92,5773
9078,53,70,44724
9081,53,70,21850
9083,68,69,37220
9084,53,70,24929
9086,106,117,14750
9087,73,106,53488
9088,50,75,7308
9092,53,70,15485
9093,4,53,29732
9095,50,75,55732
9096,15,54,43824
9097,54,61,1554
9098,15,96,26056
9101,50,75,21262
9103,15,54,34496
9108,56,68,36707
9109,56,68,28064
9112,4,74,35076
9114,69,84,21648
9116,66,67,34560
9117,50,75,56118
9119,3,27,3662
9121,27,62,29535
9124,27,39,8744
9126,75,86,10784
9127,84,86,13778
9128,50,75,39266
9129,70,75,13766
9130,21,75,14389
